74;genre;post-rock
75;genre;trance
76;genre;thrash metal
77;genre;hardcore punk
78;genre;classic rock
83;genre;synthpop
85;instrument;piano
88;genre;idm
89;genre;j-pop
91;genre;metalcore
92;genre;reggae
94;genre;minimal
95;genre;Fusion
96;genre;trip-hop
97;genre;Progressive metal
98;genre;chill
99;genre;Lo-Fi
